,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source2
,0
Timestamp,
1736777390000,-9.223372036854775e+18
1736777395000,-9.223372036854775e+18
1736777400000,-9.223372036854775e+18
1736777405000,-9.223372036854775e+18
1736777410000,-9.223372036854775e+18
1736777415000,-9.223372036854775e+18
1736777420000,-9.223372036854775e+18
1736777425000,-9.223372036854775e+18
1736777430000,-9.223372036854775e+18
1736777435000,-9.223372036854775e+18
1736777440000,-9.223372036854775e+18
1736777445000,-9.223372036854775e+18
1736777450000,-9.223372036854775e+18
1736777455000,-9.223372036854775e+18
1736777460000,-9.223372036854775e+18
1736777465000,-9.223372036854775e+18
1736777470000,-9.223372036854775e+18
1736777475000,-9.223372036854775e+18
1736777480000,-9.223372036854775e+18
1736777485000,-9.223372036854775e+18
1736777490000,-9.223372036854775e+18
1736777495000,-9.223372036854775e+18
1736777500000,-9.223372036854775e+18
1736777505000,-9.223372036854775e+18
1736777510000,-9.223372036854775e+18
1736777515000,-9.223372036854775e+18
1736777520000,-9.223372036854775e+18
1736777525000,-9.223372036854775e+18
1736777530000,-9.223372036854775e+18
1736777535000,-9.223372036854775e+18
1736777540000,-9.223372036854775e+18
1736777545000,-9.223372036854775e+18
1736777550000,-9.223372036854775e+18
1736777555000,-9.223372036854775e+18
1736777560000,-9.223372036854775e+18
1736777565000,-9.223372036854775e+18
1736777570000,-9.223372036854775e+18
1736777575000,-9.223372036854775e+18
1736777580000,-9.223372036854775e+18
1736777585000,-9.223372036854775e+18
1736777590000,-9.223372036854775e+18
1736777595000,-9.223372036854775e+18
1736777600000,-9.223372036854775e+18
1736777605000,-9.223372036854775e+18
1736777610000,-9.223372036854775e+18
1736777615000,-9.223372036854775e+18
1736777620000,-9.223372036854775e+18
1736777625000,-9.223372036854775e+18
1736777630000,
1736777655000,-9.223372036854775e+18
1736777660000,-9.223372036854775e+18
1736777665000,-9.223372036854775e+18
1736777670000,-9.223372036854775e+18
1736777675000,-9.223372036854775e+18
1736777680000,-9.223372036854775e+18
1736777685000,-9.223372036854775e+18
1736777690000,-9.223372036854775e+18
1736777695000,-9.223372036854775e+18
1736777700000,-9.223372036854775e+18
1736777705000,-9.223372036854775e+18
1736777710000,-9.223372036854775e+18
1736777715000,-9.223372036854775e+18
1736777720000,-9.223372036854775e+18
1736777725000,-9.223372036854775e+18
1736777730000,-9.223372036854775e+18
1736777735000,-9.223372036854775e+18
1736777740000,-9.223372036854775e+18
1736777745000,-9.223372036854775e+18
1736777750000,-9.223372036854775e+18
1736777755000,-9.223372036854775e+18
1736777760000,-9.223372036854775e+18
1736777765000,-9.223372036854775e+18
1736777770000,-9.223372036854775e+18
1736777775000,-9.223372036854775e+18
1736777780000,-9.223372036854775e+18
1736777785000,-9.223372036854775e+18
1736777790000,-9.223372036854775e+18
1736777795000,-9.223372036854775e+18
1736777800000,-9.223372036854775e+18
1736777805000,-9.223372036854775e+18
1736777810000,-9.223372036854775e+18
1736777815000,-9.223372036854775e+18
1736777820000,-9.223372036854775e+18
1736777825000,-9.223372036854775e+18
1736777830000,-9.223372036854775e+18
1736777835000,-9.223372036854775e+18
1736777840000,-9.223372036854775e+18
1736777845000,-9.223372036854775e+18
1736777850000,-9.223372036854775e+18
1736777855000,-9.223372036854775e+18
1736777860000,-9.223372036854775e+18
1736777865000,-9.223372036854775e+18
1736777870000,-9.223372036854775e+18
1736777875000,-9.223372036854775e+18
1736777880000,-9.223372036854775e+18
1736777885000,-9.223372036854775e+18
1736777890000,-9.223372036854775e+18
1736777895000,-9.223372036854775e+18
1736777900000,-9.223372036854775e+18
1736777905000,-9.223372036854775e+18
1736777910000,-9.223372036854775e+18
1736777915000,
1736777950000,-9.223372036854775e+18
1736777955000,-9.223372036854775e+18
1736777960000,-9.223372036854775e+18
1736777965000,-9.223372036854775e+18
1736777970000,-9.223372036854775e+18
1736777975000,-9.223372036854775e+18
1736777980000,-9.223372036854775e+18
1736777985000,-9.223372036854775e+18
1736777990000,-9.223372036854775e+18
1736777995000,-9.223372036854775e+18
1736778000000,-9.223372036854775e+18
1736778005000,-9.223372036854775e+18
1736778010000,-9.223372036854775e+18
1736778015000,-9.223372036854775e+18
1736778020000,-9.223372036854775e+18
1736778025000,-9.223372036854775e+18
1736778030000,-9.223372036854775e+18
1736778035000,-9.223372036854775e+18
1736778040000,-9.223372036854775e+18
1736778045000,-9.223372036854775e+18
1736778050000,-9.223372036854775e+18
1736778055000,-9.223372036854775e+18
1736778060000,-9.223372036854775e+18
1736778065000,-9.223372036854775e+18
1736778070000,-9.223372036854775e+18
1736778075000,-9.223372036854775e+18
1736778080000,-9.223372036854775e+18
1736778085000,-9.223372036854775e+18
1736778090000,-9.223372036854775e+18
1736778095000,-9.223372036854775e+18
1736778100000,-9.223372036854775e+18
1736778105000,-9.223372036854775e+18
1736778110000,-9.223372036854775e+18
1736778115000,-9.223372036854775e+18
1736778120000,-9.223372036854775e+18
1736778125000,-9.223372036854775e+18
1736778130000,-9.223372036854775e+18
1736778135000,-9.223372036854775e+18
1736778140000,-9.223372036854775e+18
1736778145000,-9.223372036854775e+18
1736778150000,-9.223372036854775e+18
1736778155000,-9.223372036854775e+18
1736778160000,-9.223372036854775e+18
1736778165000,-9.223372036854775e+18
1736778170000,-9.223372036854775e+18
1736778175000,-9.223372036854775e+18
1736778180000,-9.223372036854775e+18
1736778185000,-9.223372036854775e+18
1736778190000,-9.223372036854775e+18
1736778195000,
