,flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond
,1
Timestamp,
1737486045000,0.0
1737486050000,0.0
1737486055000,0.0
1737486060000,0.0
1737486065000,0.0
1737486070000,3.0
1737486075000,139.0
1737486080000,258.0
1737486085000,329.0
1737486090000,379.0
1737486095000,437.0
1737486100000,484.0
1737486105000,582.0
1737486110000,665.0
1737486115000,818.0
1737486120000,894.0
1737486125000,978.0
1737486130000,1000.0
1737486135000,1000.0
1737486140000,1000.0
1737486145000,1000.0
1737486150000,1000.0
1737486155000,1000.0
1737486160000,1000.0
1737486165000,1000.0
1737486170000,1000.0
1737486175000,1000.0
1737486180000,1000.0
1737486185000,1000.0
1737486190000,1000.0
1737486195000,1000.0
1737486200000,1000.0
1737486205000,1000.0
1737486210000,1000.0
1737486215000,1000.0
1737486220000,1000.0
1737486225000,1000.0
1737486230000,1000.0
1737486235000,1000.0
1737486240000,1000.0
1737486245000,1000.0
1737486250000,1000.0
1737486255000,1000.0
1737486260000,1000.0
1737486265000,1000.0
1737486270000,1000.0
1737486275000,1000.0
1737486280000,1000.0
1737486285000,
