,flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond
,2
Timestamp,
1737230895000,0.0
1737230900000,0.0
1737230905000,6.0
1737230910000,3.0
1737230915000,218.0
1737230920000,405.0
1737230925000,547.0
1737230930000,688.0
1737230935000,718.0
1737230940000,753.0
1737230945000,780.0
1737230950000,998.0
1737230955000,997.0
1737230960000,997.0
1737230965000,1000.0
1737230970000,1000.0
1737230975000,1000.0
1737230980000,1000.0
1737230985000,1000.0
1737230990000,1000.0
1737230995000,1000.0
1737231000000,1000.0
1737231005000,1000.0
1737231010000,1000.0
1737231015000,1000.0
1737231020000,1000.0
1737231025000,1000.0
1737231030000,1000.0
1737231035000,1000.0
1737231040000,1000.0
1737231045000,1000.0
1737231050000,1000.0
1737231055000,1000.0
1737231060000,1000.0
1737231065000,1000.0
1737231070000,1000.0
1737231075000,1000.0
1737231080000,1000.0
1737231085000,1000.0
1737231090000,1000.0
1737231095000,1000.0
1737231100000,1000.0
1737231105000,1000.0
1737231110000,1000.0
1737231115000,1000.0
1737231120000,1000.0
1737231125000,1000.0
1737231130000,1000.0
1737231135000,
