,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength
,Source:_Source2
,0
Timestamp,
1737505175000,0.0
1737505180000,0.0
1737505185000,0.0
1737505190000,0.0
1737505195000,0.0
1737505200000,0.0
1737505205000,0.0
1737505210000,0.0
1737505215000,0.0
1737505220000,0.0
1737505225000,0.0
1737505230000,0.0
1737505235000,
1737505250000,0.0
1737505255000,0.0
1737505260000,0.0
1737505265000,
1737505280000,0.0
1737505285000,0.0
1737505290000,0.0
1737505295000,0.0
1737505300000,
1737505330000,0.0
1737505335000,0.0
1737505340000,0.0
1737505345000,0.0
1737505350000,0.0
1737505355000,0.0
1737505360000,
1737505410000,0.0
1737505415000,
