,flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond
,2
Timestamp,
1737202015000,0.0
1737202020000,0.0
1737202025000,173.0
1737202030000,407.0
1737202035000,440.0
1737202040000,562.0
1737202045000,617.0
1737202050000,676.0
1737202055000,722.0
1737202060000,973.0
1737202065000,955.0
1737202070000,956.0
1737202075000,960.0
1737202080000,963.0
1737202085000,1000.0
1737202090000,1000.0
1737202095000,1000.0
1737202100000,1000.0
1737202105000,1000.0
1737202110000,1000.0
1737202115000,1000.0
1737202120000,1000.0
1737202125000,1000.0
1737202130000,1000.0
1737202135000,1000.0
1737202140000,1000.0
1737202145000,1000.0
1737202150000,1000.0
1737202155000,1000.0
1737202160000,1000.0
1737202165000,1000.0
1737202170000,1000.0
1737202175000,1000.0
1737202180000,1000.0
1737202185000,1000.0
1737202190000,1000.0
1737202195000,1000.0
1737202200000,1000.0
1737202205000,1000.0
1737202210000,1000.0
1737202215000,1000.0
1737202220000,1000.0
1737202225000,1000.0
1737202230000,1000.0
1737202235000,1000.0
1737202240000,1000.0
1737202245000,1000.0
1737202250000,1000.0
1737202255000,
