,flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond
,2
Timestamp,
1737213370000,0.0
1737213375000,0.0
1737213380000,72.0
1737213385000,48.0
1737213390000,212.0
1737213395000,422.0
1737213400000,568.0
1737213405000,630.0
1737213410000,838.0
1737213415000,856.0
1737213420000,870.0
1737213425000,1000.0
1737213430000,1000.0
1737213435000,1000.0
1737213440000,1000.0
1737213445000,1000.0
1737213450000,1000.0
1737213455000,1000.0
1737213460000,1000.0
1737213465000,1000.0
1737213470000,1000.0
1737213475000,1000.0
1737213480000,1000.0
1737213485000,1000.0
1737213490000,1000.0
1737213495000,1000.0
1737213500000,1000.0
1737213505000,1000.0
1737213510000,1000.0
1737213515000,1000.0
1737213520000,1000.0
1737213525000,1000.0
1737213530000,1000.0
1737213535000,1000.0
1737213540000,1000.0
1737213545000,1000.0
1737213550000,1000.0
1737213555000,1000.0
1737213560000,1000.0
1737213565000,1000.0
1737213570000,1000.0
1737213575000,1000.0
1737213580000,1000.0
1737213585000,1000.0
1737213590000,1000.0
1737213595000,1000.0
1737213600000,1000.0
1737213605000,1000.0
1737213610000,1000.0
1737213615000,
