,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source2
,0
Timestamp,
1737495290000,-9.223372036854775e+18
1737495295000,-9.223372036854775e+18
1737495300000,-9.223372036854775e+18
1737495305000,-9.223372036854775e+18
1737495310000,-9.223372036854775e+18
1737495315000,-9.223372036854775e+18
1737495320000,-9.223372036854775e+18
1737495325000,-9.223372036854775e+18
1737495330000,-9.223372036854775e+18
1737495335000,-9.223372036854775e+18
1737495340000,-9.223372036854775e+18
1737495345000,
1737495355000,-9.223372036854775e+18
1737495360000,-9.223372036854775e+18
1737495365000,-9.223372036854775e+18
1737495370000,-9.223372036854775e+18
1737495375000,-9.223372036854775e+18
1737495380000,-9.223372036854775e+18
1737495385000,-9.223372036854775e+18
1737495390000,
1737495415000,-9.223372036854775e+18
1737495420000,-9.223372036854775e+18
1737495425000,-9.223372036854775e+18
1737495430000,-9.223372036854775e+18
1737495435000,-9.223372036854775e+18
1737495440000,-9.223372036854775e+18
1737495445000,-9.223372036854775e+18
1737495450000,-9.223372036854775e+18
1737495455000,
1737495490000,-9.223372036854775e+18
1737495495000,-9.223372036854775e+18
1737495500000,-9.223372036854775e+18
1737495505000,-9.223372036854775e+18
1737495510000,
